id,y_true,y_pred,absolute_error
1734806835.521706,199.0,111.81820897916504,87.18179102083496
1734806840.542914,127.0,119.90095828566665,7.099041714333367
1734806845.556107,139.0,125.3000414745436,13.69995852545641
1734806850.57701,235.0,170.44328576745667,64.55671423254333
1734806855.591971,293.0,199.69676012983768,93.30323987016232
1734806860.609067,84.0,124.0216062050591,40.0216062050591
1734806865.631378,150.0,207.72417484803483,57.72417484803484
1734806870.652422,143.0,174.7517001077043,31.75170010770429
1734806875.673662,74.0,88.10180945898983,14.101809458989834
1734806880.693872,48.0,192.59955487492223,144.59955487492226
1734806885.713604,65.0,78.37324361170708,13.373243611707082
1734806890.736449,118.0,155.51050404974444,37.51050404974444
1734806895.752994,72.0,79.33316712217174,7.333167122171744
1734806900.772799,71.0,85.63546976817919,14.635469768179192
1734806905.782442,181.0,84.17329376111893,96.82670623888109
1734806910.802376,209.0,157.93215937839972,51.06784062160028
1734806915.817457,64.0,119.48384406500097,55.483844065000966
1734806920.835686,55.0,74.15429264703332,19.15429264703332
1734806925.857402,185.0,158.36452405128574,26.63547594871426
1734806930.871871,118.0,98.483828897033,19.516171102967007
1734806935.892644,63.0,118.85411575847118,55.85411575847118
1734806940.906617,197.0,194.3923577571701,2.6076422428298542
1734806945.92914,66.0,176.4441606004218,110.4441606004218
1734806950.942602,214.0,146.99859729435818,67.00140270564182
1734806955.956223,75.0,68.07109214879472,6.928907851205281
1734806960.973892,272.0,192.3219513698492,79.67804863015084
1734806965.993375,84.0,92.86437134294496,8.864371342944963
1734806971.003992,80.0,79.05271657222744,0.947283427772561
1734806976.024454,91.0,174.51578955312337,83.51578955312337
1734806981.046005,71.0,86.2382275178324,15.2382275178324
1734806986.066084,257.0,190.66264878136707,66.33735121863293
1734806991.079374,248.0,216.00836594106,31.991634058940065
1734806996.093248,113.0,157.03329164468582,44.03329164468582
1734807001.108063,150.0,125.22309514887856,24.77690485112143
1734807006.121157,55.0,42.64913432963907,12.350865670360932
1734807011.13404,98.0,79.93929115905644,18.06070884094356
1734807016.150199,77.0,172.85465073967254,95.85465073967254
1734807021.166239,242.0,279.3112976495296,37.31129764952959
1734807026.182943,233.0,202.40028088712936,30.599719112870616
1734807031.196852,52.0,61.1286680946513,9.128668094651305
1734807036.2139,150.0,125.22309514887856,24.77690485112143
1734807041.232425,151.0,165.84427759702953,14.844277597029532
1734807046.246691,258.0,234.58534354544747,23.414656454552528
1734807051.272336,68.0,113.11352854390736,45.11352854390736
1734807056.293521,48.0,52.609223221094894,4.609223221094894
1734807061.314615,225.0,169.5568762854548,55.44312371454521
1734807066.334172,200.0,179.15539665935964,20.84460334064036
1734807071.353091,200.0,117.45221301859652,82.54778698140348
1734807076.37601,158.0,69.8431832468639,88.1568167531361
1734807081.397451,219.0,140.022576097366,78.977423902634
1734807086.418294,64.0,116.58158338760444,52.58158338760444
1734807091.431402,68.0,113.11352854390736,45.11352854390736
1734807096.454014,102.0,111.44927557408718,9.44927557408718
1734807101.475158,198.0,182.3114936765587,15.688506323441288
1734807106.489788,332.0,220.67470467262453,111.32529532737549
1734807111.498771,99.0,228.5856345084469,129.5856345084469
1734807116.51567,94.0,100.70827185407568,6.70827185407569
1734807121.531319,69.0,100.66339134964326,31.663391349643263
1734807126.546905,321.0,235.29901729836644,85.70098270163356
1734807204.714556,143.0,66.57393755401368,76.42606244598632
1734807209.746348,178.0,163.36792373220544,14.63207626779456
1734807214.763006,198.0,182.3114936765587,15.688506323441288
1734807219.777196,144.0,182.84144086141268,38.84144086141268
1734807224.792758,201.0,91.37235292749102,109.62764707250898
1734807229.81374,173.0,218.17956586383505,45.17956586383505
1734807234.836611,135.0,103.56520878091511,31.43479121908489
1734807239.859697,311.0,174.82795264879474,136.17204735120526
1734807244.890462,147.0,174.89153227991525,27.891532279915253
1734807249.914797,198.0,157.92323491051735,40.07676508948265
1734807254.930445,131.0,197.04595872817097,66.04595872817097
1734807259.944569,144.0,182.84144086141268,38.84144086141268
1734807264.964344,78.0,53.045351070843935,24.954648929156065
1734807269.978767,275.0,214.02865025276205,60.97134974723795
1734807274.997586,48.0,192.59955487492223,144.59955487492226
1734807280.015597,109.0,108.54802746526389,0.4519725347361145
1734807285.039117,265.0,201.48184993149977,63.51815006850023
1734807290.061685,116.0,45.00931180037145,70.99068819962855
1734807295.081115,107.0,113.03465398619905,6.034653986199047
1734807300.104256,242.0,171.26952877957942,70.73047122042058
1734807305.124605,249.0,210.0870555580589,38.91294444194102
1734807310.138679,45.0,34.891630978604084,10.108369021395916
1734807315.156962,189.0,204.06083656673704,15.060836566737038
1734807320.176479,277.0,178.25972601853587,98.74027398146411
1734807403.414721,48.0,73.91027256015678,25.910272560156784
1734807408.440495,162.0,125.04342485444744,36.95657514555255
1734807413.452922,66.0,122.53549577691771,56.53549577691773
1734807418.473773,90.0,52.54173475311546,37.45826524688454
1734807423.487337,209.0,157.93215937839972,51.06784062160028
1734807428.505655,191.0,193.3160440937124,2.3160440937124065
1734807433.526107,170.0,104.08374518466498,65.91625481533502
1734807438.552314,60.0,80.48114670482335,20.481146704823345
1734807443.566066,73.0,152.38094687603638,79.38094687603638
